,x,y,z,m,h,hsoft,macc,spinx,spiny,spinz,tlast,vx,vy,vz
0,-3.83e-15,-4.04e-14,-8.65e-15,1,1,1,0,0,0,0,0,1.53e-17,-8.09e-17,0
